154.500000,414.500000,3.000000,2.000000
159.500000,329.500000,2.000000,2.000000
160.500000,344.500000,2.000000,1.000000
162.500000,468.500000,4.000000,2.000000
163.500000,320.500000,3.000000,2.000000
163.500000,328.500000,2.000000,1.000000
164.500000,342.500000,10.000000,8.000000
164.500000,413.500000,2.000000,1.000000
166.500000,316.500000,2.000000,2.000000
166.500000,358.500000,8.000000,11.000000
167.500000,306.500000,4.000000,3.000000
169.500000,299.500000,2.000000,2.000000
172.500000,399.500000,3.000000,3.000000
173.500000,462.500000,2.000000,1.000000
173.500000,476.500000,2.000000,2.000000
173.500000,481.500000,2.000000,2.000000
175.500000,461.500000,2.000000,1.000000
180.500000,508.500000,5.000000,13.000000
181.500000,293.500000,3.000000,4.000000
185.500000,305.500000,3.000000,2.000000
187.500000,301.500000,2.000000,1.000000
191.500000,212.500000,6.000000,8.000000
192.500000,516.500000,14.000000,22.000000
193.500000,476.500000,4.000000,4.000000
201.500000,171.500000,8.000000,19.000000
203.500000,134.500000,3.000000,5.000000
203.500000,201.500000,3.000000,4.000000
204.500000,147.500000,3.000000,8.000000
206.500000,503.500000,4.000000,4.000000
207.500000,221.500000,3.000000,3.000000
208.500000,426.500000,3.000000,10.000000
209.500000,225.500000,1.000000,2.000000
210.500000,339.500000,2.000000,2.000000
213.500000,251.500000,8.000000,12.000000
214.500000,144.500000,8.000000,12.000000
214.500000,309.500000,4.000000,5.000000
214.500000,451.500000,4.000000,7.000000
215.500000,540.500000,5.000000,18.000000
218.500000,388.500000,4.000000,3.000000
218.500000,400.500000,2.000000,2.000000
218.500000,430.500000,4.000000,6.000000
220.500000,279.500000,3.000000,5.000000
220.500000,348.500000,13.000000,11.000000
221.500000,212.500000,4.000000,15.000000
221.500000,425.500000,2.000000,5.000000
222.500000,403.500000,3.000000,6.000000
225.500000,437.500000,4.000000,9.000000
227.500000,138.500000,7.000000,23.000000
227.500000,458.500000,8.000000,8.000000
228.500000,446.500000,4.000000,8.000000
228.500000,469.500000,4.000000,4.000000
229.500000,587.500000,5.000000,13.000000
232.500000,278.500000,3.000000,7.000000
232.500000,497.500000,4.000000,6.000000
234.500000,157.500000,2.000000,1.000000
235.500000,309.500000,4.000000,5.000000
237.500000,347.500000,11.000000,7.000000
237.500000,362.500000,6.000000,11.000000
238.500000,219.500000,4.000000,5.000000
240.500000,327.500000,4.000000,6.000000
242.500000,562.500000,2.000000,1.000000
243.500000,386.500000,9.000000,18.000000
245.500000,170.500000,3.000000,3.000000
245.500000,371.500000,6.000000,9.000000
245.500000,484.500000,7.000000,20.000000
246.500000,520.500000,4.000000,4.000000
247.500000,606.500000,8.000000,21.000000
248.500000,267.500000,4.000000,7.000000
248.500000,431.500000,4.000000,6.000000
249.500000,420.500000,2.000000,3.000000
251.500000,293.500000,3.000000,4.000000
252.500000,423.500000,8.000000,8.000000
254.500000,369.500000,7.000000,10.000000
254.500000,396.500000,5.000000,8.000000
255.500000,636.500000,5.000000,12.000000
258.500000,234.500000,3.000000,3.000000
258.500000,439.500000,3.000000,2.000000
259.500000,303.500000,1.000000,2.000000
260.500000,376.500000,11.000000,19.000000
260.500000,496.500000,3.000000,3.000000
261.500000,226.500000,2.000000,3.000000
261.500000,430.500000,7.000000,8.000000
261.500000,476.500000,6.000000,6.000000
264.500000,334.500000,13.000000,7.000000
265.500000,350.500000,5.000000,11.000000
265.500000,446.500000,5.000000,5.000000
266.500000,292.500000,1.000000,3.000000
266.500000,605.500000,5.000000,10.000000
266.500000,646.500000,7.000000,15.000000
267.500000,317.500000,10.000000,7.000000
270.500000,399.500000,8.000000,11.000000
272.500000,509.500000,13.000000,14.000000
275.500000,267.500000,2.000000,2.000000
275.500000,313.500000,2.000000,2.000000
275.500000,340.500000,7.000000,11.000000
275.500000,460.500000,11.000000,8.000000
278.500000,286.500000,1.000000,2.000000
278.500000,445.500000,4.000000,3.000000
279.500000,351.500000,8.000000,10.000000
279.500000,652.500000,5.000000,17.000000
281.500000,497.500000,2.000000,2.000000
282.500000,489.500000,6.000000,7.000000
283.500000,615.500000,3.000000,6.000000
284.500000,622.500000,2.000000,4.000000
287.500000,422.500000,6.000000,15.000000
288.500000,669.500000,7.000000,13.000000
289.500000,405.500000,7.000000,10.000000
290.500000,307.500000,2.000000,2.000000
290.500000,359.500000,6.000000,6.000000
290.500000,629.500000,4.000000,9.000000
291.500000,478.500000,5.000000,10.000000
292.500000,226.500000,3.000000,3.000000
292.500000,295.500000,3.000000,3.000000
293.500000,640.500000,1.000000,2.000000
294.500000,529.500000,2.000000,3.000000
295.500000,523.500000,3.000000,3.000000
298.500000,230.500000,5.000000,7.000000
298.500000,364.500000,1.000000,2.000000
298.500000,572.500000,3.000000,4.000000
299.500000,207.500000,4.000000,10.000000
299.500000,362.500000,13.000000,15.000000
299.500000,546.500000,3.000000,5.000000
299.500000,586.500000,4.000000,5.000000
300.500000,523.500000,3.000000,4.000000
301.500000,200.500000,7.000000,7.000000
301.500000,439.500000,13.000000,16.000000
301.500000,486.500000,4.000000,8.000000
301.500000,620.500000,3.000000,10.000000
302.500000,415.500000,8.000000,13.000000
302.500000,479.500000,2.000000,3.000000
303.500000,380.500000,8.000000,13.000000
303.500000,406.500000,3.000000,5.000000
303.500000,654.500000,3.000000,9.000000
304.500000,461.500000,5.000000,9.000000
305.500000,618.500000,5.000000,15.000000
305.500000,644.500000,3.000000,7.000000
306.500000,672.500000,6.000000,17.000000
307.500000,247.500000,4.000000,9.000000
307.500000,564.500000,3.000000,9.000000
308.500000,212.500000,2.000000,1.000000
308.500000,299.500000,6.000000,8.000000
309.500000,392.500000,6.000000,11.000000
310.500000,318.500000,4.000000,5.000000
310.500000,634.500000,7.000000,27.000000
311.500000,241.500000,3.000000,5.000000
311.500000,356.500000,4.000000,4.000000
314.500000,470.500000,4.000000,5.000000
316.500000,404.500000,4.000000,4.000000
316.500000,636.500000,3.000000,7.000000
320.500000,413.500000,1.000000,2.000000
321.500000,212.500000,3.000000,4.000000
321.500000,359.500000,12.000000,15.000000
321.500000,399.500000,7.000000,10.000000
321.500000,636.500000,2.000000,4.000000
322.500000,199.500000,3.000000,2.000000
322.500000,328.500000,2.000000,3.000000
323.500000,204.500000,2.000000,2.000000
323.500000,432.500000,3.000000,3.000000
323.500000,436.500000,2.000000,3.000000
324.500000,232.500000,4.000000,6.000000
324.500000,320.500000,1.000000,2.000000
324.500000,629.500000,3.000000,9.000000
326.500000,252.500000,4.000000,5.000000
327.500000,332.500000,3.000000,4.000000
327.500000,385.500000,8.000000,9.000000
327.500000,605.500000,3.000000,6.000000
328.500000,406.500000,4.000000,7.000000
328.500000,447.500000,2.000000,1.000000
329.500000,598.500000,7.000000,10.000000
330.500000,262.500000,2.000000,3.000000
331.500000,244.500000,5.000000,7.000000
332.500000,546.500000,5.000000,14.000000
335.500000,267.500000,4.000000,3.000000
335.500000,272.500000,4.000000,4.000000
336.500000,338.500000,8.000000,13.000000
337.500000,331.500000,8.000000,10.000000
338.500000,292.500000,2.000000,2.000000
338.500000,398.500000,4.000000,8.000000
338.500000,429.500000,2.000000,3.000000
339.500000,413.500000,3.000000,4.000000
340.500000,322.500000,3.000000,5.000000
341.500000,474.500000,3.000000,3.000000
341.500000,528.500000,2.000000,2.000000
343.500000,241.500000,3.000000,5.000000
343.500000,416.500000,5.000000,4.000000
343.500000,519.500000,2.000000,2.000000
344.500000,456.500000,4.000000,6.000000
345.500000,297.500000,5.000000,6.000000
345.500000,344.500000,7.000000,8.000000
347.500000,365.500000,5.000000,9.000000
347.500000,384.500000,4.000000,8.000000
348.500000,251.500000,7.000000,8.000000
348.500000,402.500000,2.000000,3.000000
348.500000,460.500000,7.000000,9.000000
348.500000,487.500000,4.000000,4.000000
349.500000,315.500000,3.000000,6.000000
349.500000,522.500000,2.000000,2.000000
350.500000,265.500000,6.000000,7.000000
352.500000,376.500000,2.000000,2.000000
353.500000,505.500000,5.000000,3.000000
354.500000,288.500000,6.000000,5.000000
354.500000,322.500000,5.000000,11.000000
355.500000,450.500000,4.000000,3.000000
355.500000,501.500000,2.000000,2.000000
356.500000,371.500000,3.000000,3.000000
358.500000,335.500000,4.000000,3.000000
361.500000,467.500000,10.000000,10.000000
363.500000,493.500000,2.000000,1.000000
365.500000,460.500000,7.000000,3.000000
