156.000000,415.250000
160.333333,330.666667
161.500000,345.000000
164.500000,469.500000
165.000000,321.500000
164.500000,329.000000
168.901961,346.431373
165.500000,414.000000
167.500000,317.500000
169.964286,364.035714
169.800000,308.000000
170.666667,300.333333
174.000000,401.000000
174.500000,463.000000
174.666667,477.666667
174.333333,482.333333
176.500000,462.000000
182.860000,514.360000
183.111111,295.333333
187.000000,306.500000
188.500000,302.000000
194.558824,216.323529
199.708333,526.391667
195.384615,478.615385
205.412371,180.824742
205.000000,136.777778
205.111111,203.666667
205.857143,151.071429
208.666667,505.666667
209.142857,223.285714
210.000000,431.863636
210.000000,226.500000
211.500000,340.500000
218.322034,257.372881
217.875000,150.937500
216.230769,312.153846
216.714286,455.000000
217.533333,549.644444
220.666667,390.111111
219.500000,401.500000
220.500000,433.583333
222.153846,282.000000
227.720000,353.660000
223.265306,220.571429
222.375000,428.125000
224.000000,406.812500
227.380952,441.809524
231.237113,150.103093
231.636364,462.666667
230.500000,450.318182
230.666667,471.666667
232.288889,593.511111
233.875000,282.375000
234.562500,500.687500
235.500000,158.000000
237.500000,311.785714
242.739130,350.586957
240.666667,367.692308
240.642857,222.428571
242.714286,330.428571
243.500000,563.000000
247.250000,393.697368
247.000000,171.600000
248.714286,375.971429
249.000000,493.857143
248.333333,522.500000
251.747253,616.824176
250.181818,271.000000
250.714286,434.785714
250.600000,422.200000
253.000000,295.500000
256.750000,427.416667
257.760000,373.840000
256.920000,400.680000
258.020833,642.291667
259.875000,236.125000
260.000000,440.250000
260.000000,304.500000
265.545455,387.090909
262.142857,497.714286
262.750000,228.000000
264.641026,434.025641
264.518519,479.259259
271.066667,337.755556
268.189189,356.243243
267.625000,448.812500
267.000000,294.000000
269.208333,611.000000
269.765625,654.218750
272.184211,321.131579
274.400000,405.675000
278.581081,514.932432
276.333333,268.666667
276.666667,314.333333
278.803922,346.450980
280.609375,464.750000
279.000000,287.500000
280.500000,447.000000
283.785714,356.928571
281.728814,661.610169
282.500000,498.500000
285.764706,493.352941
285.285714,618.642857
285.500000,624.500000
290.446154,429.969231
291.500000,676.681818
293.185185,409.851852
291.333333,308.333333
293.500000,362.500000
292.120000,633.720000
294.185185,483.481481
294.285714,228.000000
294.200000,296.800000
294.000000,641.500000
295.500000,531.000000
297.000000,525.000000
301.347826,233.739130
299.000000,365.500000
300.090909,574.363636
301.583333,212.916667
305.222222,369.488889
300.909091,549.272727
301.769231,588.538462
301.777778,525.333333
305.392857,204.285714
308.298851,447.494253
303.681818,490.863636
302.958333,625.208333
305.836066,421.508197
303.750000,480.750000
307.258621,386.568966
305.000000,409.200000
304.909091,659.136364
307.000000,465.970588
307.978261,625.630435
307.214286,647.857143
309.666667,681.023810
309.846154,251.500000
309.136364,568.954545
309.500000,213.000000
311.550000,304.000000
312.485714,398.485714
312.166667,321.000000
314.017391,649.504348
313.000000,244.000000
313.400000,358.400000
316.266667,472.666667
318.555556,406.777778
318.200000,639.800000
321.000000,414.500000
323.285714,214.714286
327.912500,367.175000
324.718750,404.656250
322.500000,638.500000
323.750000,200.750000
323.400000,330.200000
324.333333,205.333333
324.833333,434.166667
324.250000,437.750000
326.473684,235.842105
325.000000,321.500000
326.000000,634.285714
328.714286,254.642857
328.857143,334.571429
332.088889,389.688889
329.000000,608.642857
330.944444,410.333333
329.500000,448.000000
332.360000,603.800000
331.500000,264.000000
334.071429,248.107143
334.886792,553.452830
337.750000,268.875000
337.333333,274.666667
340.611111,345.027778
341.297297,336.135135
339.333333,293.666667
340.894737,402.473684
339.600000,430.800000
341.285714,415.428571
341.750000,325.000000
343.000000,476.000000
342.500000,529.500000
345.333333,243.888889
346.000000,418.636364
344.500000,520.500000
346.600000,459.533333
347.714286,300.619048
348.937500,348.656250
350.105263,370.421053
349.583333,388.750000
351.564103,255.333333
349.600000,404.200000
351.309524,465.166667
350.727273,489.181818
350.909091,318.363636
350.333333,523.666667
353.354839,269.387097
353.333333,377.666667
356.142857,507.142857
357.714286,290.857143
356.702703,327.918919
357.666667,452.111111
356.500000,502.500000
357.875000,372.875000
360.000000,337.428571
366.647059,472.549020
364.500000,494.000000
369.076923,461.615385
366.000000,498.000000
369.000000,353.500000
369.600000,359.200000
370.000000,355.500000
371.000000,465.200000
